Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000356	DNA	Helitron	2680	4192	0	32	3661	1620	944	1885	335	75	124	26	74	0	9	381	155	600	480	308	365	515	511	224	1177	1014	1089	1704	2062	1874	5282	1214	2553	533	874	0	1241	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000382_LTR	LTR	Copia	188	187	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000173	DNA	Helitron	2299	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000414	DNA	Helitron	442	0	0	0	0	0	0	0	0	0	2386	0	0	0	136	0	0	0	1184	670	0	0	0	285	461	145	324	246	87	0	0	188	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000539_INT	LTR	Gypsy	3407	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	457	0	348	2762	6916	0	2792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000736_INT	LTR	Gypsy	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	250	106	333	0	3811	2589	853	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000395_LTR	LTR	Copia	1382	2282	398	0	0	288	309	0	0	0	0	0	0	293	3070	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000542	DNA	DTC	4210	0	0	747	3988	0	4171	0	0	0	0	0	0	3028	113	53	165	0	228	0	59	0	143	495	486	808	471	28	0	818	607	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000021	DNA	DTC	1958	185	84	0	0	71	204	76	0	0	484	718	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000855_INT	LTR	Copia	1771	0	1771	1770	0	0	2874	2556	2115	0	0	0	0	0	1341	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000150	DNA	Helitron	6495	172	99	177	75	1717	301	289	577	842	2310	3406	3312	2880	2054	4316	8459	4023	4150	10908	8453	12254	3454	3188	1686	2193	623	305	221	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000757	MITE	DTA	272	0	272	0	0	0	0	0	0	0	0	0	0	0	110	0	539	544	0	0	229	0	262	270	0	3	161	68	0	301	151	151	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000167	DNA	Helitron	5153	953	292	2166	418	154	0	364	254	99	64	42	163	36	352	255	550	402	875	861	1648	629	1386	597	758	363	173	297	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000698	DNA	Helitron	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000192	DNA	Helitron	6848	78	0	0	0	0	1052	990	1195	0	74	295	0	0	122	38	0	259	72	211	543	405	322	595	604	710	356	165	362	242	95	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000326	DNA	DTM	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000128	DNA	DTC	1888	320	948	102	809	0	267	309	917	1284	183	175	270	298	515	322	0	0	26	0	0	0	137	0	109	0	1450	368	0	0	1108	524	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000208	DNA	DTM	2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000749_LTR	LTR	Gypsy	392	0	0	0	391	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	784	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000791_INT	LTR	Copia	4286	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	2578	1757	0	62	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000853_INT	LTR	Copia	8600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000023	DNA	DTC	3223	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	201	164	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000546_LTR	LTR	Copia	120	0	317	0	0	197	0	0	0	0	119	0	0	0	0	0	0	0	230	0	182	183	119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000721_LTR	LTR	Gypsy	831	4148	241	1000	0	3016	808	1142	0	756	167	0	0	0	0	0	0	0	0	0	89	0	0	0	100	0	0	0	0	247	0	195	254	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000473_INT	LTR	Gypsy	3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	1191	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000104	DNA	DTM	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000467_INT	LTR	Gypsy	9583	0	0	4387	8934	12222	10222	30440	13508	8266	817	650	0	1190	1407	2036	6664	275	5055	4997	3057	550	2329	11469	1806	1094	0	844	0	0	2405	746	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000560_INT	LTR	Copia	0	0	0	0	0	0	0	4291	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	4395	590	0	0	3920	0	0	400	116	0	0	0	452	0	286	0	0	0	0	0	0	0	0	0	0	0
TE_00000119	DNA	DTM	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000764	DNA	Helitron	770	0	2248	0	2949	3346	2104	1248	390	0	0	134	0	60	339	60	0	829	324	701	622	427	262	73	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000582_INT	LTR	Gypsy	0	0	0	75	181	0	0	0	143	0	0	153	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000300_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000177	DNA	DTM	4268	1170	1089	738	490	911	505	300	506	2161	994	272	75	529	1303	890	3178	1663	1091	462	692	612	1285	1218	635	862	229	530	261	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000577_INT	LTR	unknown	4092	0	0	0	0	54	0	0	0	0	302	0	907	0	723	0	0	0	208	0	0	346	311	732	514	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000399_INT	LTR	unknown	2870	1147	1218	2636	3479	712	3055	54	1067	148	935	258	0	0	954	800	490	195	662	813	1841	2009	2169	766	1302	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000687_INT	LTR	Copia	889	223	0	1038	3032	260	3851	4146	3175	438	97	193	1573	53	783	416	117	1607	0	0	0	0	0	210	0	0	0	83	779	0	385	851	2196	787	2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000234	DNA	Helitron	8395	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	148	0	807	202	0	41	0	0	139	98	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000276	DNA	DTC	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000409_INT	LTR	Gypsy	623	424	6959	29	699	0	424	0	73	58	6529	462	0	115	56	130	49	1656	0	306	1422	348	482	285	0	5272	6302	19099	3671	7160	5006	5147	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000579_INT	LTR	Copia	4831	0	0	0	0	0	830	40	0	0	0	0	78	687	0	478	95	1394	245	73	2108	0	5962	5351	555	377	61	1006	816	35	1564	1620	1893	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000748	DNA	Helitron	0	0	0	0	0	884	0	0	0	0	500	0	1306	0	805	229	35	350	2018	0	121	406	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000045	DNA	Helitron	3217	0	0	0	0	258	72	0	0	0	39	360	535	1467	4020	1320	1260	984	3438	1017	1082	0	406	0	291	0	334	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000149	DNA	Helitron	4755	1729	44	0	0	69	0	132	1467	752	1173	1737	2094	2550	1668	1924	1144	2044	2317	1566	2033	5264	1693	2445	2392	1613	169	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000513	DNA	DTM	4455	0	0	0	0	2671	1585	2076	1386	201	166	96	0	297	581	418	853	630	317	1054	623	878	370	272	96	31	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000549_INT	LTR	Gypsy	630	102	0	0	0	0	0	0	0	0	416	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000433_LTR	LTR	Gypsy	324	0	0	0	242	896	1478	3282	648	1237	1162	2509	606	1036	1727	771	767	834	888	746	552	192	739	71	22	148	309	0	281	443	0	164	465	452	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000666_LTR	LTR	Gypsy	0	65	0	0	0	0	119	128	0	0	227	0	112	0	0	0	0	0	0	0	0	0	112	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000350	DNA	DTM	2632	0	213	87	0	0	0	0	0	0	0	607	1167	2993	2904	648	1904	4959	2316	3449	4928	828	1164	1763	1837	899	191	268	115	0	0	434	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000394	MITE	DTA	470	0	0	0	0	0	284	0	0	0	40	95	125	273	663	229	0	0	342	288	274	0	0	126	83	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000842_INT	LTR	Gypsy	0	0	369	9235	0	0	0	0	0	0	1842	0	0	0	0	0	0	0	0	0	1755	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000479_INT	LTR	Copia	4247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4283	8533	0	0	4150	0	4051	0	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000233	DNA	Helitron	6802	2334	0	79	0	0	0	0	227	0	0	0	41	0	15	0	0	0	0	0	132	0	122	0	0	0	97	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000142	DNA	DTM	2823	612	912	0	334	105	0	168	104	427	1116	583	74	247	347	138	1024	38	48	227	382	85	288	63	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000200_INT	LTR	Gypsy	7228	520	0	56	0	0	0	0	0	0	0	0	76	0	123	92	49	328	237	0	0	341	71	106	183	0	497	571	3787	915	3053	3709	3226	4315	311	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000496	MITE	DTC	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000368_INT	LTR	Copia	2154	0	0	0	0	0	0	0	0	0	98	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000576_INT	LTR	Copia	4495	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	0	0	69	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000665_INT	LTR	Copia	4751	0	18937	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	3120	0	2214	0	0	0	0	0	772	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000691_INT	LTR	unknown	6433	263	0	0	133	142	133	4760	10235	10480	6052	4309	11965	6386	3559	4196	4159	4363	3775	3055	4084	1420	1521	3371	2862	3514	1048	1261	963	314	513	213	793	0	236	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000674_INT	LTR	Copia	4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	106	0	249	0	0	0	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000449	DNA	DTM	1433	0	0	0	0	0	0	0	448	142	598	906	1294	248	1014	547	173	107	48	0	95	9	92	149	0	583	715	804	459	150	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000215	DNA	DTM	2695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000225	DNA	DTM	2727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000548_LTR	LTR	Copia	294	0	0	0	0	0	0	0	0	0	0	145	0	0	0	124	0	0	0	146	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000484_INT	LTR	Copia	9340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149	0	0	2836	0	0	0	148	0	2010	0	737	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000518_LTR	LTR	Copia	1291	0	0	0	0	0	0	52	634	0	0	338	0	637	0	0	1601	296	714	892	0	875	0	103	0	0	164	0	186	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000053	DNA	DTM	599	0	45	55	44	0	45	0	119	0	39	0	0	0	0	60	0	0	73	0	174	36	59	223	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000652	DNA	DTA	4230	0	0	0	295	770	63	2594	3643	2286	1715	4661	2155	5220	3059	6950	5434	4189	4200	2820	2552	2363	1893	858	794	300	500	342	0	367	62	0	1203	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000843_LTR	LTR	Copia	443	871	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	112	0	0	1298	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000318_LTR	LTR	unknown	291	0	291	291	206	323	878	0	0	0	263	496	677	88	0	88	69	307	351	77	548	0	0	0	221	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000418	DNA	DTH	2527	0	0	29	0	52	76	1014	57	0	2145	1917	995	627	673	383	149	741	737	771	671	1865	2587	3925	2974	6377	3918	3300	2852	357	984	401	1208	159	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000563	DNA	Helitron	4174	0	3105	899	676	14177	1451	6200	8064	4329	3592	3013	683	2905	9905	7943	5726	1031	2369	1402	2296	3708	4942	3047	3192	2114	2355	701	3527	3157	2811	5573	2502	827	479	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000812	DNA	DTM	2205	0	404	0	0	0	248	64	50	0	284	103	1085	1171	1077	2341	3347	1297	189	942	966	744	688	1743	470	327	524	267	80	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000361_LTR	LTR	Copia	602	0	0	0	305	298	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000509	DNA	DTC	2839	0	0	0	0	1066	0	0	0	0	2065	0	2310	0	0	0	0	111	95	0	113	206	365	720	219	561	334	310	945	577	378	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000841	DNA	Helitron	2151	0	0	0	4061	30283	9559	3163	1073	1085	0	0	0	223	0	0	0	1764	705	690	590	112	123	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000345_INT	LTR	Gypsy	185	0	387	0	2738	7437	26234	22809	14955	13263	32440	14091	12596	19966	7186	306	0	113	3213	832	0	730	4600	0	1160	0	473	0	418	0	0	0	905	2935	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000828_LTR	LTR	Copia	572	0	0	0	1149	0	0	0	0	0	0	0	288	0	0	0	292	0	0	255	1041	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000808	DNA	DTM	763	0	0	53	0	0	0	0	0	0	678	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	70	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000785	DNA	Helitron	1072	0	0	2555	3327	0	0	0	0	0	238	0	0	14	0	65	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000523	DNA	Helitron	1217	512	0	0	0	53	137	72	0	66	67	178	367	0	952	1332	1083	1398	1155	754	0	361	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000062	DNA	DTM	2312	0	36	65	41	0	0	0	88	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000510_LTR	LTR	Copia	255	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	205	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000285	DNA	DTC	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000156	DNA	Helitron	3743	87	0	0	145	633	264	789	1005	33	49	173	283	445	631	807	1965	1486	891	899	307	2175	792	923	854	918	300	303	825	850	335	119	463	127	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000077	DNA	Helitron	5544	0	0	0	0	0	83	0	1269	189	585	0	0	193	0	199	683	454	819	423	564	267	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000131	DNA	Helitron	4685	0	45	32	0	531	233	51	1133	0	96	0	32	332	0	460	64	415	666	0	0	0	0	0	0	32	0	0	199	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000472	DNA	DTH	611	0	0	0	0	0	0	0	0	0	0	0	0	53	0	65	75	164	0	0	98	632	271	184	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000085	DNA	Helitron	5373	244	0	32	0	0	0	0	0	68	0	189	57	380	58	111	99	0	254	0	154	296	139	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000756_INT	LTR	Copia	0	0	4090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2437	0	0	0	3070	2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000201	DNA	Helitron	1424	0	0	0	0	0	0	0	0	244	265	52	86	0	294	0	62	183	0	51	93	78	311	244	0	249	320	0	323	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000245	DNA	DTM	713	0	0	0	0	37	0	0	61	0	0	156	0	0	210	131	132	0	205	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000039	DNA	DTM	860	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000216	DNA	Helitron	1966	167	1619	0	104	0	0	0	0	0	0	0	0	0	0	0	0	185	0	21	92	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000526_INT	LTR	Copia	4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000308_LTR	LTR	Gypsy	9216	2447	5461	8435	3434	11212	26945	26505	15922	15860	27423	6993	3394	2508	3398	9037	11922	4882	8111	11367	18666	16898	30098	32930	62206	64270	38942	44073	27472	30705	11939	19370	3023	1920	512	1187	298	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000431_LTR	LTR	unknown	396	152	766	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000235	DNA	DTC	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000375	DNA	DTC	1720	0	0	3291	7691	6960	0	0	1651	0	0	0	0	300	0	58	0	0	1064	0	114	0	0	0	393	443	9444	13094	6098	3838	1439	325	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000074	DNA	DTM	1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000130	DNA	Helitron	9739	207	0	0	0	219	151	1835	64	1799	1527	623	1140	1177	795	1078	652	1066	514	1022	759	677	591	848	498	0	147	0	476	0	1840	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000637_LTR	LTR	Copia	312	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000032	DNA	DTC	2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000221	DNA	Helitron	8864	0	0	96	0	967	1228	0	0	88	0	66	216	126	1135	2170	2835	3096	2569	2280	1049	3082	2373	1037	2070	1601	2433	2157	1445	162	207	611	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000692_LTR	LTR	Copia	361	361	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000115	DNA	DTC	898	233	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000722_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	429	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000733_INT	LTR	Copia	4494	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	51	142	0	198	0	2680	0	2420	527	2036	0	384	1116	556	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000242	DNA	Helitron	10357	272	472	0	0	0	0	0	0	0	319	91	0	0	145	364	162	180	424	0	1108	83	0	317	0	185	171	0	59	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000649	DNA	Helitron	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	153	0	380	247	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000385_LTR	LTR	Gypsy	0	0	0	399	413	201	251	302	1280	2431	6229	6714	17878	7992	12214	11176	1189	1264	2467	1913	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000807_INT	LTR	Copia	3943	0	36	0	3829	75	0	0	0	0	0	72	0	0	0	0	0	0	3855	902	0	0	0	0	0	0	748	334	0	145	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
